TRIAL_LABEL	TRIAL_INDEX	RECORDING_SESSION_LABEL	RIGHT_GAZE_X	RIGHT_GAZE_Y	RIGHT_FIX_INDEX	RIGHT_SACCADE_INDEX	RIGHT_IN_SACCADE	RIGHT_PUPIL_SIZE	LEFT_GAZE_X	LEFT_GAZE_Y	LEFT_FIX_INDEX	LEFT_SACCADE_INDEX	LEFT_IN_SACCADE	LEFT_PUPIL_SIZE
Trial: 1	1	4blk_9	576.60	149.10	1	NaN	0	7960.00	NaN	NaN	NaN	NaN	NaN	NaN
Trial: 1	1	4blk_9	576.30	149.00	1	NaN	0	7959.00	NaN	NaN	NaN	NaN	NaN	NaN
Trial: 1	1	4blk_9	576.40	149.00	1	NaN	0	7959.00	NaN	NaN	NaN	NaN	NaN	NaN
Trial: 1	1	4blk_9	576.50	148.90	1	NaN	0	7960.00	NaN	NaN	NaN	NaN	NaN	NaN
Trial: 1	1	4blk_9	576.50	149.00	1	NaN	0	7961.00	NaN	NaN	NaN	NaN	NaN	NaN
Trial: 1	1	4blk_9	576.40	149.00	1	NaN	0	7962.00	NaN	NaN	NaN	NaN	NaN	NaN
Trial: 1	1	4blk_9	576.40	148.90	1	NaN	0	7960.00	NaN	NaN	NaN	NaN	NaN	NaN
Trial: 1	1	4blk_9	576.30	148.80	1	NaN	0	7958.00	NaN	NaN	NaN	NaN	NaN	NaN
Trial: 1	1	4blk_9	576.40	148.70	1	NaN	0	7957.00	NaN	NaN	NaN	NaN	NaN	NaN
Trial: 1	1	4blk_9	576.40	148.70	1	NaN	0	7956.00	NaN	NaN	NaN	NaN	NaN	NaN
Trial: 1	1	4blk_9	576.40	148.60	1	NaN	0	7954.00	NaN	NaN	NaN	NaN	NaN	NaN
Trial: 1	1	4blk_9	576.40	148.30	1	NaN	0	7951.00	NaN	NaN	NaN	NaN	NaN	NaN
Trial: 1	1	4blk_9	576.30	148.00	1	NaN	0	7948.00	NaN	NaN	NaN	NaN	NaN	NaN
Trial: 1	1	4blk_9	576.40	147.80	1	NaN	0	7946.00	NaN	NaN	NaN	NaN	NaN	NaN
Trial: 1	1	4blk_9	576.20	147.70	1	NaN	0	7946.00	NaN	NaN	NaN	NaN	NaN	NaN
Trial: 1	1	4blk_9	576.10	147.70	1	NaN	0	7948.00	NaN	NaN	NaN	NaN	NaN	NaN
Trial: 1	1	4blk_9	576.00	147.70	1	NaN	0	7951.00	NaN	NaN	NaN	NaN	NaN	NaN
Trial: 1	1	4blk_9	576.00	147.70	1	NaN	0	7952.00	NaN	NaN	NaN	NaN	NaN	NaN
Trial: 1	1	4blk_9	576.00	147.80	1	NaN	0	7951.00	NaN	NaN	NaN	NaN	NaN	NaN
Trial: 1	1	4blk_9	576.10	147.80	1	NaN	0	7950.00	NaN	NaN	NaN	NaN	NaN	NaN
Trial: 1	1	4blk_9	576.20	147.80	1	NaN	0	7954.00	NaN	NaN	NaN	NaN	NaN	NaN
Trial: 1	1	4blk_9	576.20	147.90	1	NaN	0	7957.00	NaN	NaN	NaN	NaN	NaN	NaN
Trial: 1	1	4blk_9	576.20	148.10	1	NaN	0	7959.00	NaN	NaN	NaN	NaN	NaN	NaN
Trial: 1	1	4blk_9	576.20	148.20	1	NaN	0	7957.00	NaN	NaN	NaN	NaN	NaN	NaN
Trial: 1	1	4blk_9	576.20	148.20	1	NaN	0	7956.00	NaN	NaN	NaN	NaN	NaN	NaN
Trial: 1	1	4blk_9	576.20	148.20	1	NaN	0	7954.00	NaN	NaN	NaN	NaN	NaN	NaN
Trial: 1	1	4blk_9	576.20	148.40	1	NaN	0	7954.00	NaN	NaN	NaN	NaN	NaN	NaN
Trial: 1	1	4blk_9	576.00	148.50	1	NaN	0	7955.00	NaN	NaN	NaN	NaN	NaN	NaN
Trial: 1	1	4blk_9	575.90	148.50	1	NaN	0	7956.00	NaN	NaN	NaN	NaN	NaN	NaN
Trial: 1	1	4blk_9	575.70	148.40	1	NaN	0	7957.00	NaN	NaN	NaN	NaN	NaN	NaN
Trial: 1	1	4blk_9	575.50	148.20	1	NaN	0	7958.00	NaN	NaN	NaN	NaN	NaN	NaN
Trial: 1	1	4blk_9	575.20	148.10	1	NaN	0	7958.00	NaN	NaN	NaN	NaN	NaN	NaN
Trial: 1	1	4blk_9	575.10	147.80	1	NaN	0	7958.00	NaN	NaN	NaN	NaN	NaN	NaN
Trial: 1	1	4blk_9	574.90	147.50	1	NaN	0	7958.00	NaN	NaN	NaN	NaN	NaN	NaN
Trial: 1	1	4blk_9	574.60	147.30	1	NaN	0	7959.00	NaN	NaN	NaN	NaN	NaN	NaN
Trial: 1	1	4blk_9	574.00	147.20	1	NaN	0	7959.00	NaN	NaN	NaN	NaN	NaN	NaN
Trial: 1	1	4blk_9	573.30	147.20	1	NaN	0	7959.00	NaN	NaN	NaN	NaN	NaN	NaN
Trial: 1	1	4blk_9	572.90	147.60	1	NaN	0	7956.00	NaN	NaN	NaN	NaN	NaN	NaN
Trial: 1	1	4blk_9	572.30	148.10	1	NaN	0	7952.00	NaN	NaN	NaN	NaN	NaN	NaN
Trial: 1	1	4blk_9	571.50	148.80	1	NaN	0	7950.00	NaN	NaN	NaN	NaN	NaN	NaN
Trial: 1	1	4blk_9	570.50	149.30	1	NaN	0	7952.00	NaN	NaN	NaN	NaN	NaN	NaN
Trial: 1	1	4blk_9	569.40	150.10	1	NaN	0	7954.00	NaN	NaN	NaN	NaN	NaN	NaN
Trial: 1	1	4blk_9	568.60	150.70	1	NaN	0	7958.00	NaN	NaN	NaN	NaN	NaN	NaN
Trial: 1	1	4blk_9	568.10	151.40	1	NaN	0	7961.00	NaN	NaN	NaN	NaN	NaN	NaN
Trial: 1	1	4blk_9	567.60	151.60	1	NaN	0	7963.00	NaN	NaN	NaN	NaN	NaN	NaN
