TRIAL_LABEL	TRIAL_INDEX	RECORDING_SESSION_LABEL	RIGHT_GAZE_X	RIGHT_GAZE_Y	RIGHT_FIX_INDEX	RIGHT_SACCADE_INDEX	RIGHT_IN_SACCADE	RIGHT_PUPIL_SIZE	LEFT_GAZE_X	LEFT_GAZE_Y	LEFT_FIX_INDEX	LEFT_SACCADE_INDEX	LEFT_IN_SACCADE	LEFT_PUPIL_SIZE
Trial: 1	1	6blk_8	475.80	334.00	1	NaN	0	7420.00	NaN	NaN	NaN	NaN	NaN	NaN
Trial: 1	1	6blk_8	476.10	333.20	1	NaN	0	7433.00	NaN	NaN	NaN	NaN	NaN	NaN
Trial: 1	1	6blk_8	476.20	332.50	1	NaN	0	7452.00	NaN	NaN	NaN	NaN	NaN	NaN
Trial: 1	1	6blk_8	476.20	331.70	1	NaN	0	7466.00	NaN	NaN	NaN	NaN	NaN	NaN
Trial: 1	1	6blk_8	476.10	331.60	1	NaN	0	7475.00	NaN	NaN	NaN	NaN	NaN	NaN
Trial: 1	1	6blk_8	475.90	331.90	1	NaN	0	7476.00	NaN	NaN	NaN	NaN	NaN	NaN
Trial: 1	1	6blk_8	475.50	333.00	1	NaN	0	7462.00	NaN	NaN	NaN	NaN	NaN	NaN
Trial: 1	1	6blk_8	475.20	334.20	1	NaN	0	7445.00	NaN	NaN	NaN	NaN	NaN	NaN
Trial: 1	1	6blk_8	474.60	335.40	1	NaN	0	7431.00	NaN	NaN	NaN	NaN	NaN	NaN
Trial: 1	1	6blk_8	474.20	336.10	1	NaN	0	7434.00	NaN	NaN	NaN	NaN	NaN	NaN
Trial: 1	1	6blk_8	474.30	336.50	1	NaN	0	7439.00	NaN	NaN	NaN	NaN	NaN	NaN
Trial: 1	1	6blk_8	474.60	336.40	1	NaN	0	7452.00	NaN	NaN	NaN	NaN	NaN	NaN
Trial: 1	1	6blk_8	475.10	336.00	1	NaN	0	7459.00	NaN	NaN	NaN	NaN	NaN	NaN
Trial: 1	1	6blk_8	475.40	335.60	1	NaN	0	7473.00	NaN	NaN	NaN	NaN	NaN	NaN
Trial: 1	1	6blk_8	475.70	335.50	1	NaN	0	7480.00	NaN	NaN	NaN	NaN	NaN	NaN
Trial: 1	1	6blk_8	475.80	335.50	1	NaN	0	7479.00	NaN	NaN	NaN	NaN	NaN	NaN
