TRIAL_LABEL	TRIAL_INDEX	RECORDING_SESSION_LABEL	RIGHT_GAZE_X	RIGHT_GAZE_Y	RIGHT_FIX_INDEX	RIGHT_SACCADE_INDEX	RIGHT_IN_SACCADE	RIGHT_PUPIL_SIZE	LEFT_GAZE_X	LEFT_GAZE_Y	LEFT_FIX_INDEX	LEFT_SACCADE_INDEX	LEFT_IN_SACCADE	LEFT_PUPIL_SIZE
Trial: 1	1	3blk_8	467.90	299.40	1	NaN	0	8104.00	NaN	NaN	NaN	NaN	NaN	NaN
Trial: 1	1	3blk_8	467.70	299.30	1	NaN	0	8093.00	NaN	NaN	NaN	NaN	NaN	NaN
Trial: 1	1	3blk_8	467.40	299.30	1	NaN	0	8085.00	NaN	NaN	NaN	NaN	NaN	NaN
Trial: 1	1	3blk_8	467.60	299.40	1	NaN	0	8094.00	NaN	NaN	NaN	NaN	NaN	NaN
Trial: 1	1	3blk_8	467.80	299.40	1	NaN	0	8104.00	NaN	NaN	NaN	NaN	NaN	NaN
Trial: 1	1	3blk_8	468.00	299.40	1	NaN	0	8114.00	NaN	NaN	NaN	NaN	NaN	NaN
Trial: 1	1	3blk_8	467.80	299.70	1	NaN	0	8123.00	NaN	NaN	NaN	NaN	NaN	NaN
Trial: 1	1	3blk_8	467.70	300.20	1	NaN	0	8132.00	NaN	NaN	NaN	NaN	NaN	NaN
Trial: 1	1	3blk_8	467.70	300.70	1	NaN	0	8136.00	NaN	NaN	NaN	NaN	NaN	NaN
Trial: 1	1	3blk_8	467.70	300.70	1	NaN	0	8127.00	NaN	NaN	NaN	NaN	NaN	NaN
Trial: 1	1	3blk_8	467.70	300.30	1	NaN	0	8114.00	NaN	NaN	NaN	NaN	NaN	NaN
Trial: 1	1	3blk_8	467.80	299.80	1	NaN	0	8102.00	NaN	NaN	NaN	NaN	NaN	NaN
Trial: 1	1	3blk_8	467.80	299.80	1	NaN	0	8101.00	NaN	NaN	NaN	NaN	NaN	NaN
Trial: 1	1	3blk_8	467.90	300.00	1	NaN	0	8105.00	NaN	NaN	NaN	NaN	NaN	NaN
Trial: 1	1	3blk_8	467.90	300.40	1	NaN	0	8115.00	NaN	NaN	NaN	NaN	NaN	NaN
Trial: 1	1	3blk_8	467.90	300.70	1	NaN	0	8122.00	NaN	NaN	NaN	NaN	NaN	NaN
Trial: 1	1	3blk_8	467.90	301.00	1	NaN	0	8132.00	NaN	NaN	NaN	NaN	NaN	NaN
Trial: 1	1	3blk_8	467.90	301.00	1	NaN	0	8136.00	NaN	NaN	NaN	NaN	NaN	NaN
Trial: 1	1	3blk_8	467.90	301.00	1	NaN	0	8140.00	NaN	NaN	NaN	NaN	NaN	NaN
Trial: 1	1	3blk_8	467.90	301.00	1	NaN	0	8133.00	NaN	NaN	NaN	NaN	NaN	NaN
Trial: 1	1	3blk_8	467.80	300.90	1	NaN	0	8126.00	NaN	NaN	NaN	NaN	NaN	NaN
Trial: 1	1	3blk_8	467.80	300.90	1	NaN	0	8116.00	NaN	NaN	NaN	NaN	NaN	NaN
Trial: 1	1	3blk_8	467.50	301.20	1	NaN	0	8112.00	NaN	NaN	NaN	NaN	NaN	NaN
Trial: 1	1	3blk_8	467.10	301.50	1	NaN	0	8113.00	NaN	NaN	NaN	NaN	NaN	NaN
Trial: 1	1	3blk_8	466.70	301.80	1	NaN	0	8119.00	NaN	NaN	NaN	NaN	NaN	NaN
Trial: 1	1	3blk_8	466.60	301.90	1	NaN	0	8130.00	NaN	NaN	NaN	NaN	NaN	NaN
Trial: 1	1	3blk_8	466.50	301.90	NaN	1	1	8139.00	NaN	NaN	NaN	NaN	NaN	NaN
Trial: 1	1	3blk_8	466.60	301.90	NaN	1	1	8145.00	NaN	NaN	NaN	NaN	NaN	NaN
Trial: 1	1	3blk_8	467.10	302.00	NaN	1	1	8143.00	NaN	NaN	NaN	NaN	NaN	NaN
Trial: 1	1	3blk_8	467.50	301.70	NaN	1	1	8134.00	NaN	NaN	NaN	NaN	NaN	NaN
Trial: 1	1	3blk_8	468.20	301.50	NaN	1	1	8118.00	NaN	NaN	NaN	NaN	NaN	NaN
Trial: 1	1	3blk_8	468.70	301.40	NaN	1	1	8105.00	NaN	NaN	NaN	NaN	NaN	NaN
Trial: 1	1	3blk_8	470.40	302.20	NaN	1	1	8099.00	NaN	NaN	NaN	NaN	NaN	NaN
Trial: 1	1	3blk_8	473.20	303.40	NaN	1	1	8105.00	NaN	NaN	NaN	NaN	NaN	NaN
Trial: 1	1	3blk_8	477.50	305.50	NaN	1	1	8119.00	NaN	NaN	NaN	NaN	NaN	NaN
Trial: 1	1	3blk_8	482.70	308.20	NaN	1	1	8133.00	NaN	NaN	NaN	NaN	NaN	NaN
Trial: 1	1	3blk_8	488.40	311.40	NaN	1	1	8145.00	NaN	NaN	NaN	NaN	NaN	NaN
Trial: 1	1	3blk_8	494.20	314.80	NaN	1	1	8153.00	NaN	NaN	NaN	NaN	NaN	NaN
Trial: 1	1	3blk_8	500.40	318.60	NaN	1	1	8156.00	NaN	NaN	NaN	NaN	NaN	NaN
Trial: 1	1	3blk_8	506.80	321.80	NaN	1	1	8156.00	NaN	NaN	NaN	NaN	NaN	NaN
Trial: 1	1	3blk_8	513.60	324.20	NaN	1	1	8144.00	NaN	NaN	NaN	NaN	NaN	NaN
Trial: 1	1	3blk_8	519.80	325.20	NaN	1	1	8132.00	NaN	NaN	NaN	NaN	NaN	NaN
Trial: 1	1	3blk_8	525.50	326.70	NaN	1	1	8118.00	NaN	NaN	NaN	NaN	NaN	NaN
Trial: 1	1	3blk_8	530.70	328.30	NaN	1	1	8114.00	NaN	NaN	NaN	NaN	NaN	NaN
Trial: 1	1	3blk_8	535.70	330.10	NaN	1	1	8115.00	NaN	NaN	NaN	NaN	NaN	NaN
Trial: 1	1	3blk_8	539.70	331.10	NaN	1	1	8121.00	NaN	NaN	NaN	NaN	NaN	NaN
Trial: 1	1	3blk_8	542.30	332.40	NaN	1	1	8128.00	NaN	NaN	NaN	NaN	NaN	NaN
Trial: 1	1	3blk_8	543.60	333.60	NaN	1	1	8132.00	NaN	NaN	NaN	NaN	NaN	NaN
Trial: 1	1	3blk_8	544.70	335.00	NaN	1	1	8133.00	NaN	NaN	NaN	NaN	NaN	NaN
Trial: 1	1	3blk_8	545.70	335.30	NaN	1	1	8127.00	NaN	NaN	NaN	NaN	NaN	NaN
Trial: 1	1	3blk_8	546.50	335.50	NaN	1	1	8115.00	NaN	NaN	NaN	NaN	NaN	NaN
Trial: 1	1	3blk_8	547.00	335.60	2	NaN	0	8102.00	NaN	NaN	NaN	NaN	NaN	NaN
Trial: 1	1	3blk_8	547.30	336.10	2	NaN	0	8101.00	NaN	NaN	NaN	NaN	NaN	NaN
Trial: 1	1	3blk_8	547.40	336.50	2	NaN	0	8110.00	NaN	NaN	NaN	NaN	NaN	NaN
Trial: 1	1	3blk_8	547.70	336.80	2	NaN	0	8121.00	NaN	NaN	NaN	NaN	NaN	NaN
Trial: 1	1	3blk_8	548.00	337.10	2	NaN	0	8131.00	NaN	NaN	NaN	NaN	NaN	NaN
Trial: 1	1	3blk_8	548.60	337.40	2	NaN	0	8139.00	NaN	NaN	NaN	NaN	NaN	NaN
Trial: 1	1	3blk_8	548.90	338.00	2	NaN	0	8150.00	NaN	NaN	NaN	NaN	NaN	NaN
Trial: 1	1	3blk_8	549.10	338.30	2	NaN	0	8156.00	NaN	NaN	NaN	NaN	NaN	NaN
Trial: 1	1	3blk_8	549.20	338.50	2	NaN	0	8150.00	NaN	NaN	NaN	NaN	NaN	NaN
Trial: 1	1	3blk_8	549.20	338.30	2	NaN	0	8136.00	NaN	NaN	NaN	NaN	NaN	NaN
Trial: 1	1	3blk_8	549.20	338.10	2	NaN	0	8121.00	NaN	NaN	NaN	NaN	NaN	NaN
Trial: 1	1	3blk_8	549.20	338.00	2	NaN	0	8115.00	NaN	NaN	NaN	NaN	NaN	NaN
Trial: 1	1	3blk_8	549.10	338.20	2	NaN	0	8117.00	NaN	NaN	NaN	NaN	NaN	NaN
Trial: 1	1	3blk_8	549.00	338.80	2	NaN	0	8126.00	NaN	NaN	NaN	NaN	NaN	NaN
Trial: 1	1	3blk_8	548.90	339.50	2	NaN	0	8138.00	NaN	NaN	NaN	NaN	NaN	NaN
Trial: 1	1	3blk_8	548.80	340.10	2	NaN	0	8147.00	NaN	NaN	NaN	NaN	NaN	NaN
Trial: 1	1	3blk_8	548.90	340.30	2	NaN	0	8150.00	NaN	NaN	NaN	NaN	NaN	NaN
